studentid,cohorttermindex,pathway,creditsearned,collegecreditsearned,collegecreditsattempted
68293,4,101,,,
68293,5,101,,,
68293,6,101,,,
68294,1,2,6,3,3
68294,2,2,15,15,18
68294,3,2,9,9,9
68294,4,2,15,15,15
68294,5,2,12,12,12
68294,6,99,,,
68296,1,4,3,3,6
68296,2,4,3,3,3
68296,3,4,12,12,15
68296,4,100,,,
68296,5,100,,,
68296,6,100,,,
68303,1,4,6,6,6
68303,2,4,12,12,15
68303,3,4,9,9,9
68303,4,4,15,15,18
68303,5,4,15,15,15
68303,6,99,,,
68304,1,3,9,9,9
68304,2,3,15,15,15
68304,3,3,12,12,15
68304,4,99,,,
68304,5,99,,,
68304,6,99,,,
68305,1,1,9,9,9
68305,2,1,6,6,6
68305,3,1,15,15,18
68305,4,99,,,
68305,5,99,,,
68305,6,99,,,
68306,1,3,9,9,9
68306,2,3,12,12,12
68306,3,3,12,12,15
68306,4,2,3,3,6
68306,5,2,9,9,9
68306,6,99,,,
68310,1,4,6,6,6
68310,2,4,12,12,12
68310,3,4,9,9,9
68310,4,100,,,
68310,5,100,,,
68310,6,100,,,
68319,1,1,3,3,3
68319,2,1,15,15,15
68319,3,100,,,
68319,4,100,,,
68319,5,100,,,
68319,6,100,,,
68329,1,4,3,3,3
68329,2,4,3,3,3
68329,3,4,9,9,9
68329,4,4,6,6,9
68329,5,99,,,
68329,6,99,,,
68340,1,1,9,9,12
68340,2,1,12,12,12
68340,3,1,12,12,12
68340,4,1,15,15,15
68340,5,1,9,9,9
68340,6,100,,,
68341,1,3,12,12,12
68341,2,3,9,6,6
68341,3,3,6,6,6
68341,4,100,,,
68341,5,100,,,
68341,6,100,,,
68344,1,1,15,15,15
68344,2,1,9,9,9
68344,3,1,6,6,6
68344,4,1,6,6,6
68344,5,1,12,12,12
68344,6,99,,,
68352,1,2,6,6,9
68352,2,2,9,9,9
68352,3,2,3,3,3
68352,4,100,,,
68352,5,100,,,
68352,6,100,,,
68355,1,4,15,15,18
68355,2,4,9,9,12
68355,3,4,9,9,9
68355,4,99,,,
68355,5,99,,,
68355,6,99,,,
68356,1,2,6,6,6
68356,2,2,9,9,9
68356,3,2,3,3,3
68356,4,2,6,6,6
68356,5,100,,,
68356,6,100,,,
68359,1,4,3,3,3
68359,2,4,12,12,12
68359,3,4,3,3,3
68359,4,4,9,9,9
68359,5,100,,,
68359,6,100,,,
68362,1,3,3,3,3
68362,2,3,15,15,15
68362,3,99,,,
68362,4,99,,,
68362,5,99,,,
68362,6,99,,,
68363,1,2,15,15,15
68363,2,2,6,6,6
68363,3,2,6,6,6
68363,4,99,,,
68363,5,99,,,
68363,6,99,,,
68367,1,1,12,12,12
68367,2,1,6,6,6
68367,3,1,6,6,6
68367,4,1,12,12,12
68367,5,1,12,12,12
68367,6,100,,,
68368,1,2,18,15,15
68368,2,2,15,15,15
68368,3,2,12,12,12
68368,4,2,12,12,12
68368,5,2,15,12,15
68368,6,101,,,
68376,1,3,12,12,12
68376,2,3,3,3,6
68376,3,3,12,12,12
68376,4,2,9,9,12
68376,5,2,3,3,6
68376,6,100,,,
68377,1,2,9,9,9
68377,2,2,9,9,9
68377,3,2,9,9,12
68377,4,2,6,6,6
68377,5,2,9,9,9
68377,6,99,,,
68378,1,1,15,12,12
68378,2,1,12,9,9
68378,3,1,3,0,0
68378,4,1,3,3,3
68378,5,1,9,9,9
68378,6,1,6,6,6
68379,1,4,6,6,9
68379,2,99,,,
68379,3,99,,,
68379,4,99,,,
68379,5,99,,,
68379,6,99,,,
68383,1,4,9,9,9
68383,2,4,3,3,3
68383,3,4,12,12,15
68383,4,4,9,9,9
68383,5,100,,,
68383,6,100,,,
68389,1,2,12,12,12
68389,2,2,15,15,15
68389,3,2,12,12,12
68389,4,2,12,12,12
68389,5,2,15,15,15
68389,6,101,,,
68393,1,1,3,0,0
68393,2,1,6,6,6
68393,3,1,3,3,6
68393,4,1,9,6,6
68393,5,100,,,
68393,6,100,,,
68397,1,4,6,6,9
68397,2,4,15,15,18
68397,3,4,12,12,12
68397,4,4,9,9,9
68397,5,99,,,
68397,6,99,,,
68399,1,3,9,9,9
68399,2,3,6,6,9
68399,3,100,,,
68399,4,100,,,
68399,5,100,,,
68399,6,100,,,
68410,1,3,15,15,18
68410,2,3,3,3,3
68410,3,99,,,
68410,4,99,,,
68410,5,99,,,
68410,6,99,,,
68411,1,2,3,3,3
68411,2,2,9,9,9
68411,3,2,15,15,15
68411,4,2,6,6,6
68411,5,2,3,3,3
68411,6,99,,,
68413,1,3,3,3,6
68413,2,3,3,3,3
68413,3,3,15,15,15
68413,4,2,15,15,15
68413,5,2,12,12,12
68413,6,100,,,
68414,1,4,3,3,3
68414,2,4,15,15,18
68414,3,4,3,3,3
68414,4,4,9,9,9
68414,5,4,12,12,12
68414,6,100,,,
68419,1,3,3,3,3
68419,2,3,12,12,15
68419,3,3,12,12,12
68419,4,3,15,15,15
68419,5,99,,,
68419,6,99,,,
68423,1,4,3,3,3
68423,2,4,3,3,3
68423,3,4,12,12,12
68423,4,4,15,15,15
68423,5,99,,,
68423,6,99,,,
68426,1,2,15,12,12
68426,2,2,6,6,6
68426,3,2,6,6,9
68426,4,2,12,12,12
68426,5,99,,,
68426,6,99,,,
68432,1,4,9,9,9
68432,2,4,15,15,15
68432,3,4,9,9,12
68432,4,4,3,3,3
68432,5,100,,,
68432,6,100,,,
68443,1,2,15,15,15
68443,2,2,12,12,12
68443,3,2,9,9,9
68443,4,99,,,
68443,5,99,,,
68443,6,99,,,
68451,1,2,12,12,15
68451,2,2,3,3,3
68451,3,2,3,0,0
68451,4,2,15,15,15
68451,5,2,9,9,9
68451,6,99,,,
68453,1,1,3,3,3
68453,2,1,15,15,15
68453,3,1,15,15,15
68453,4,1,6,6,6
68453,5,1,6,6,6
68453,6,99,,,
68455,1,2,15,15,18
68455,2,2,9,9,9
68455,3,100,,,
68455,4,100,,,
68455,5,100,,,
68455,6,100,,,
68456,1,2,12,12,12
68456,2,2,15,15,15
68456,3,2,9,9,9
68456,4,100,,,
68456,5,100,,,
68456,6,100,,,
68466,1,1,3,0,0
68466,2,1,6,6,6
68466,3,1,12,12,12
68466,4,1,12,12,12
68466,5,1,3,3,3
68466,6,100,,,
68467,1,2,3,3,3
68467,2,2,9,9,9
68467,3,2,12,12,15
68467,4,2,15,15,15
68467,5,2,15,15,18
68467,6,99,,,
68470,1,4,6,6,6
68470,2,4,6,6,6
68470,3,4,3,3,3
68470,4,99,,,
68470,5,99,,,
68470,6,99,,,
68488,1,2,9,9,9
68488,2,2,3,3,3
68488,3,2,12,12,15
68488,4,2,15,15,15
68488,5,2,3,3,3
68488,6,99,,,
68492,1,1,9,6,6
68492,2,1,9,9,9
68492,3,1,3,0,0
68492,4,100,,,
68492,5,100,,,
68492,6,100,,,
68496,1,2,6,6,9
68496,2,2,9,9,9
68496,3,2,6,6,6
68496,4,2,9,9,9
68496,5,2,15,15,18
68496,6,2,9,9,9
68499,1,4,9,9,9
68499,2,4,9,9,9
68499,3,4,3,3,3
68499,4,4,12,12,12
68499,5,99,,,
68499,6,99,,,
68500,1,4,3,3,3
68500,2,4,15,15,18
68500,3,4,9,9,9
68500,4,4,3,3,3
68500,5,99,,,
68500,6,99,,,
68504,1,3,9,6,6
68504,2,3,3,3,3
68504,3,3,9,9,9
68504,4,3,6,6,9
68504,5,100,,,
68504,6,100,,,
68508,1,4,9,9,9
68508,2,4,12,12,12
68508,3,4,15,15,15
68508,4,4,9,9,9
68508,5,99,,,
68508,6,99,,,
68510,1,4,15,15,18
68510,2,4,12,12,12
68510,3,4,9,9,9
68510,4,4,12,12,12
68510,5,4,12,12,12
68510,6,99,,,
68511,1,2,3,3,3
68511,2,2,3,0,0
68511,3,2,12,12,15
68511,4,2,15,15,15
68511,5,2,12,12,12
68511,6,99,,,
68514,1,3,15,15,15
68514,2,3,9,6,6
68514,3,3,12,12,12
68514,4,3,3,3,3
68514,5,3,3,3,3
68514,6,99,,,
68518,1,4,9,9,9
68518,2,4,6,6,6
68518,3,4,9,9,9
68518,4,4,12,12,12
68518,5,99,,,
68518,6,99,,,
68520,1,2,15,15,15
68520,2,2,9,9,9
68520,3,2,9,9,9
68520,4,2,3,3,6
68520,5,2,6,6,6
68520,6,99,,,
68526,1,4,15,15,15
68526,2,4,6,6,6
68526,3,4,9,9,9
68526,4,4,3,3,6
68526,5,99,,,
68526,6,99,,,
68527,1,1,9,9,9
68527,2,99,,,
68527,3,99,,,
68527,4,99,,,
68527,5,99,,,
68527,6,99,,,
68530,1,2,15,15,15
68530,2,2,12,12,12
68530,3,2,3,3,3
68530,4,2,3,3,3
68530,5,99,,,
68530,6,99,,,
68532,1,1,12,12,12
68532,2,1,3,3,3
68532,3,1,12,12,12
68532,4,99,,,
68532,5,99,,,
68532,6,99,,,
68534,1,3,15,12,12
68534,2,3,15,15,15
68534,3,3,15,15,15
68534,4,2,15,15,15
68534,5,2,15,15,15
68534,6,101,,,
68538,1,3,12,12,12
68538,2,3,3,3,3
68538,3,3,15,15,15
68538,4,2,15,15,18
68538,5,2,12,12,12
68538,6,99,,,
68539,1,3,6,6,6
68539,2,99,,,
68539,3,99,,,
68539,4,99,,,
68539,5,99,,,
68539,6,99,,,
68544,1,1,3,3,3
68544,2,1,3,3,6
68544,3,1,12,12,12
68544,4,1,12,12,12
68544,5,1,12,12,12
68544,6,100,,,
68546,1,3,12,12,12
68546,2,3,15,15,15
68546,3,99,,,
68546,4,99,,,
68546,5,99,,,
68546,6,99,,,
68559,1,1,15,15,15
68559,2,1,6,6,6
68559,3,99,,,
68559,4,99,,,
68559,5,99,,,
68559,6,99,,,
68566,1,4,15,15,15
68566,2,4,15,15,15
68566,3,4,3,3,3
68566,4,4,3,3,3
68566,5,4,12,12,12
68566,6,100,,,
68572,1,3,18,18,18
68572,2,3,18,18,18
68572,3,3,18,18,18
68572,4,101,,,
68572,5,101,,,
68572,6,101,,,
68573,1,3,15,15,15
68573,2,3,3,3,6
68573,3,3,15,15,15
68573,4,3,9,9,12
68573,5,3,3,3,3
68573,6,99,,,
68574,1,4,3,3,3
68574,2,4,9,9,9
68574,3,4,6,6,6
68574,4,4,3,3,3
68574,5,99,,,
68574,6,99,,,
68577,1,2,12,6,6
68577,2,2,12,12,12
68577,3,2,15,15,15
68577,4,2,15,12,12
68577,5,2,15,15,15
68577,6,101,,,
68590,1,2,15,15,15
68590,2,2,12,12,12
68590,3,99,,,
68590,4,99,,,
68590,5,99,,,
68590,6,99,,,
68595,1,1,12,12,12
68595,2,1,15,15,15
68595,3,1,9,9,12
68595,4,1,9,9,9
68595,5,1,9,9,9
68595,6,100,,,
68597,1,1,6,6,6
68597,2,99,,,
68597,3,99,,,
68597,4,99,,,
68597,5,99,,,
68597,6,99,,,
68602,1,1,3,3,3
68602,2,1,6,6,9
68602,3,1,6,6,6
68602,4,1,6,6,6
68602,5,1,6,6,6
68602,6,99,,,
68604,1,1,12,12,12
68604,2,1,12,12,15
68604,3,1,12,12,12
68604,4,1,3,3,3
68604,5,1,9,9,9
68604,6,99,,,
68615,1,3,15,12,12
68615,2,99,,,
68615,3,99,,,
68615,4,99,,,
68615,5,99,,,
68615,6,99,,,
68616,1,1,3,3,3
68616,2,1,6,3,6
68616,3,99,,,
68616,4,99,,,
68616,5,99,,,
68616,6,99,,,
68618,1,4,9,9,9
68618,2,4,6,6,6
68618,3,4,3,3,3
68618,4,4,15,15,15
68618,5,4,6,6,6
68618,6,99,,,
68619,1,2,3,3,3
68619,2,99,,,
68619,3,99,,,
68619,4,99,,,
68619,5,99,,,
68619,6,99,,,
68620,1,2,6,6,6
68620,2,2,9,9,12
68620,3,99,,,
68620,4,99,,,
68620,5,99,,,
68620,6,99,,,
68625,1,2,12,12,12
68625,2,2,9,9,9
68625,3,99,,,
68625,4,99,,,
68625,5,99,,,
68625,6,99,,,
68628,1,2,12,12,12
68628,2,2,3,3,3
68628,3,2,15,15,15
68628,4,99,,,
68628,5,99,,,
68628,6,99,,,
68631,1,3,3,3,3
68631,2,3,12,12,12
68631,3,3,6,6,9
68631,4,2,3,3,6
68631,5,2,9,9,12
68631,6,100,,,
68634,1,4,6,6,6
68634,2,4,12,12,12
68634,3,4,3,3,3
68634,4,4,6,6,6
68634,5,4,6,6,9
68634,6,99,,,
68639,1,2,6,6,6
68639,2,2,15,15,15
68639,3,2,9,9,9
68639,4,2,12,12,12
68639,5,99,,,
68639,6,99,,,
68646,1,3,6,6,6
68646,2,3,15,15,15
68646,3,3,9,9,9
68646,4,3,9,9,9
68646,5,99,,,
68646,6,99,,,
68649,1,4,15,15,15
68649,2,4,9,9,12
68649,3,4,15,15,15
68649,4,4,6,6,9
68649,5,4,6,6,6
68649,6,4,6,6,6
68652,1,1,6,6,6
68652,2,1,12,12,12
68652,3,1,6,6,9
68652,4,99,,,
68652,5,99,,,
68652,6,99,,,
68655,1,1,12,12,12
68655,2,1,6,6,9
68655,3,99,,,
68655,4,99,,,
68655,5,99,,,
68655,6,99,,,
68656,1,1,15,15,15
68656,2,1,3,3,3
68656,3,1,12,12,15
68656,4,99,,,
68656,5,99,,,
68656,6,99,,,
68657,1,3,9,6,6
68657,2,99,,,
68657,3,99,,,
68657,4,99,,,
68657,5,99,,,
68657,6,99,,,
68659,1,1,3,0,0
68659,2,1,6,6,6
68659,3,1,6,6,6
68659,4,99,,,
68659,5,99,,,
68659,6,99,,,
68660,1,1,3,3,3
68660,2,1,6,3,3
68660,3,1,9,9,9
68660,4,1,15,15,18
68660,5,100,,,
68660,6,100,,,
68664,1,1,3,0,3
68664,2,1,6,6,6
68664,3,1,15,15,15
68664,4,1,6,6,6
68664,5,1,12,12,12
68664,6,99,,,
68666,1,4,6,6,9
68666,2,4,3,3,6
68666,3,99,,,
68666,4,99,,,
68666,5,99,,,
68666,6,99,,,
68668,1,4,15,15,15
68668,2,4,12,12,12
68668,3,4,6,6,6
68668,4,4,9,9,9
68668,5,99,,,
68668,6,99,,,
68669,1,2,6,6,6
68669,2,2,6,6,6
68669,3,2,9,9,9
68669,4,2,6,6,6
68669,5,2,15,15,18
68669,6,99,,,
68672,1,3,3,0,0
68672,2,3,9,9,9
68672,3,3,3,3,3
68672,4,99,,,
68672,5,99,,,
68672,6,99,,,
68679,1,1,6,3,3
68679,2,1,15,15,15
68679,3,1,9,9,9
68679,4,1,6,6,6
68679,5,100,,,
68679,6,100,,,
68710,1,2,3,3,6
68710,2,2,12,12,12
68710,3,2,12,12,15
68710,4,2,6,3,6
68710,5,2,15,15,15
68710,6,99,,,
68730,1,3,3,3,3
68730,2,3,3,3,3
68730,3,3,9,9,9
68730,4,3,3,3,6
68730,5,99,,,
68730,6,99,,,
68733,1,1,9,9,9
68733,2,1,9,9,12
68733,3,1,9,9,9
68733,4,1,15,15,15
68733,5,99,,,
68733,6,99,,,
68735,1,4,15,15,15
68735,2,99,,,
68735,3,99,,,
68735,4,99,,,
68735,5,99,,,
68735,6,99,,,
68738,1,2,3,3,3
68738,2,2,15,15,15
68738,3,2,12,12,12
68738,4,2,3,3,3
68738,5,100,,,
68738,6,100,,,
68744,1,1,9,9,9
68744,2,1,6,6,6
68744,3,99,,,
68744,4,99,,,
68744,5,99,,,
68744,6,99,,,
68751,1,4,12,12,12
68751,2,4,6,6,6
68751,3,4,6,6,6
68751,4,100,,,
68751,5,100,,,
68751,6,100,,,
68769,1,3,9,6,6
68769,2,99,,,
68769,3,99,,,
68769,4,99,,,
68769,5,99,,,
68769,6,99,,,
68780,1,2,6,6,6
68780,2,2,12,12,12
68780,3,2,6,6,6
68780,4,2,6,6,6
68780,5,2,6,6,6
68780,6,99,,,
68783,1,4,3,3,6
68783,2,4,9,9,9
68783,3,99,,,
68783,4,99,,,
68783,5,99,,,
68783,6,99,,,
68786,1,4,9,9,9
68786,2,4,9,9,9
68786,3,4,6,6,6
68786,4,99,,,
68786,5,99,,,
68786,6,99,,,
68787,1,3,6,3,6
68787,2,3,6,6,6
68787,3,3,15,15,18
68787,4,2,15,15,18
68787,5,2,6,6,6
68787,6,99,,,
68791,1,2,9,9,9
68791,2,2,6,6,6
68791,3,2,3,3,6
68791,4,2,3,3,3
68791,5,100,,,
68791,6,100,,,
68793,1,2,15,15,15
68793,2,2,12,12,12
68793,3,2,15,15,15
68793,4,2,15,15,15
68793,5,2,9,9,9
68793,6,99,,,
68802,1,1,9,9,9
68802,2,1,12,12,12
68802,3,1,12,12,12
68802,4,100,,,
68802,5,100,,,
68802,6,100,,,
68803,1,2,3,3,3
68803,2,2,6,6,6
68803,3,2,15,15,18
68803,4,2,9,9,9
68803,5,2,15,15,15
68803,6,99,,,
68808,1,4,15,15,15
68808,2,4,12,12,12
68808,3,4,3,3,6
68808,4,4,9,9,9
68808,5,99,,,
68808,6,99,,,
68816,1,1,12,12,12
68816,2,1,15,15,15
68816,3,1,3,0,0
68816,4,1,3,3,3
68816,5,1,12,12,12
68816,6,99,,,
68829,1,1,9,9,9
68829,2,99,,,
68829,3,99,,,
68829,4,99,,,
68829,5,99,,,
68829,6,99,,,
68839,1,3,12,12,12
68839,2,3,3,3,3
68839,3,3,9,9,9
68839,4,3,6,6,9
68839,5,4,9,6,6
68839,6,99,,,
68842,1,2,12,12,12
68842,2,2,15,15,15
68842,3,2,9,9,9
68842,4,2,15,15,15
68842,5,99,,,
68842,6,99,,,
68850,1,4,6,6,6
68850,2,4,3,3,3
68850,3,4,15,15,18
68850,4,4,12,12,12
68850,5,99,,,
68850,6,99,,,
68854,1,3,12,12,12
68854,2,3,12,12,12
68854,3,3,18,15,15
68854,4,3,18,18,18
68854,5,101,,,
68854,6,101,,,
68858,1,2,15,15,15
68858,2,2,6,6,6
68858,3,2,12,12,12
68858,4,100,,,
68858,5,100,,,
68858,6,100,,,
68874,1,4,15,15,15
68874,2,4,15,15,15
68874,3,99,,,
68874,4,99,,,
68874,5,99,,,
68874,6,99,,,
68886,1,1,15,15,15
68886,2,99,,,
68886,3,99,,,
68886,4,99,,,
68886,5,99,,,
68886,6,99,,,
68891,1,1,15,15,15
68891,2,1,6,6,6
68891,3,1,6,6,9
68891,4,1,9,9,9
68891,5,1,3,3,3
68891,6,100,,,
68892,1,4,3,3,3
68892,2,4,6,6,9
68892,3,4,9,9,9
68892,4,99,,,
68892,5,99,,,
68892,6,99,,,
68893,1,4,15,15,15
68893,2,4,9,9,9
68893,3,99,,,
68893,4,99,,,
68893,5,99,,,
68893,6,99,,,
68898,1,1,18,15,15
68898,2,1,18,18,18
68898,3,1,18,18,18
68898,4,101,,,
68898,5,101,,,
68898,6,101,,,
68901,1,1,6,6,6
68901,2,1,9,6,6
68901,3,1,6,6,9
68901,4,100,,,
68901,5,100,,,
68901,6,100,,,
68905,1,1,6,6,6
68905,2,1,3,3,3
68905,3,100,,,
68905,4,100,,,
68905,5,100,,,
68905,6,100,,,
68906,1,2,15,15,15
68906,2,99,,,
68906,3,99,,,
68906,4,99,,,
68906,5,99,,,
68906,6,99,,,
68909,1,2,3,3,3
68909,2,2,3,3,3
68909,3,2,15,15,18
68909,4,2,15,15,18
68909,5,99,,,
68909,6,99,,,
68915,1,4,9,6,9
68915,2,4,6,6,6
68915,3,4,6,6,6
68915,4,4,6,6,9
68915,5,99,,,
68915,6,99,,,
68920,1,2,6,6,6
68920,2,2,3,3,3
68920,3,2,15,15,15
68920,4,2,3,3,3
68920,5,99,,,
68920,6,99,,,
68927,1,2,3,3,6
68927,2,2,15,15,15
68927,3,2,3,3,3
68927,4,2,6,6,6
68927,5,99,,,
68927,6,99,,,
68929,1,4,6,6,6
68929,2,4,15,15,18
68929,3,100,,,
68929,4,100,,,
68929,5,100,,,
68929,6,100,,,
68936,1,4,3,3,3
68936,2,4,12,12,12
68936,3,4,6,6,6
68936,4,4,3,3,3
68936,5,4,6,6,9
68936,6,100,,,
68938,1,1,9,9,12
68938,2,1,9,9,9
68938,3,1,6,6,6
68938,4,1,12,12,12
68938,5,1,9,9,9
68938,6,1,15,15,15
68942,1,1,15,15,15
68942,2,1,3,3,3
68942,3,1,9,9,9
68942,4,1,6,6,6
68942,5,1,9,9,12
68942,6,99,,,
68946,1,1,12,12,12
68946,2,1,15,15,15
68946,3,1,6,6,6
68946,4,99,,,
68946,5,99,,,
68946,6,99,,,
68948,1,1,15,15,15
68948,2,1,15,15,18
68948,3,1,9,9,9
68948,4,1,12,12,12
68948,5,99,,,
68948,6,99,,,
68950,1,2,12,12,12
68950,2,2,6,6,6
68950,3,2,9,9,9
68950,4,100,,,
68950,5,100,,,
68950,6,100,,,
68958,1,4,3,3,6
68958,2,4,15,15,15
68958,3,4,12,9,9
68958,4,4,15,15,15
68958,5,99,,,
68958,6,99,,,
68965,1,3,12,12,12
68965,2,3,6,6,6
68965,3,3,6,6,9
68965,4,2,3,3,3
68965,5,2,12,12,12
68965,6,100,,,
68966,1,4,6,3,3
68966,2,4,12,12,12
68966,3,4,12,9,9
68966,4,4,3,3,6
68966,5,4,6,6,6
68966,6,4,3,3,3
68972,1,1,15,15,15
68972,2,1,9,9,9
68972,3,1,15,15,15
68972,4,1,15,15,15
68972,5,99,,,
68972,6,99,,,
68975,1,2,6,6,6
68975,2,2,3,3,6
68975,3,2,9,9,9
68975,4,2,3,3,3
68975,5,2,6,6,6
68975,6,99,,,
68980,1,4,15,15,15
68980,2,4,9,9,9
68980,3,4,12,12,12
68980,4,100,,,
68980,5,100,,,
68980,6,100,,,
68986,1,1,15,12,12
68986,2,1,12,12,12
68986,3,1,12,12,12
68986,4,1,12,12,12
68986,5,1,12,12,12
68986,6,101,,,
68988,1,3,12,12,12
68988,2,3,12,12,15
68988,3,3,9,3,3
68988,4,3,15,15,15
68988,5,3,12,12,15
68988,6,101,,,
68990,1,2,3,3,3
68990,2,2,15,12,12
68990,3,2,9,9,9
68990,4,2,9,9,9
68990,5,99,,,
68990,6,99,,,
68993,1,3,12,12,12
68993,2,99,,,
68993,3,99,,,
68993,4,99,,,
68993,5,99,,,
68993,6,99,,,
68999,1,4,15,15,18
68999,2,4,9,9,9
68999,3,4,15,15,15
68999,4,4,6,6,6
68999,5,4,15,15,15
68999,6,99,,,
69002,1,2,6,6,6
69002,2,2,9,9,9
69002,3,2,6,6,9
69002,4,2,12,12,12
69002,5,2,12,12,15
69002,6,100,,,
69011,1,3,6,6,9
69011,2,3,15,15,15
69011,3,3,15,15,15
69011,4,99,,,
69011,5,99,,,
69011,6,99,,,
69013,1,3,18,18,21
69013,2,101,,,
69013,3,101,,,
69013,4,101,,,
69013,5,101,,,
69013,6,101,,,
69016,1,2,15,15,15
69016,2,2,18,18,18
69016,3,2,18,18,18
69016,4,2,18,18,18
69016,5,101,,,
69016,6,101,,,
69019,1,4,15,15,15
69019,2,4,6,6,6
69019,3,4,12,12,12
69019,4,4,12,12,12
69019,5,4,12,12,12
69019,6,4,6,6,9
69020,1,1,9,9,9
69020,2,1,3,3,3
69020,3,99,,,
69020,4,99,,,
69020,5,99,,,
69020,6,99,,,
69021,1,4,12,12,12
69021,2,4,9,9,9
69021,3,4,3,3,3
69021,4,4,15,15,15
69021,5,100,,,
69021,6,100,,,
69026,1,2,12,12,12
69026,2,2,3,3,3
69026,3,99,,,
69026,4,99,,,
69026,5,99,,,
69026,6,99,,,
69033,1,3,12,12,12
69033,2,3,3,3,3
69033,3,3,12,9,9
69033,4,3,3,3,3
69033,5,99,,,
69033,6,99,,,
69034,1,4,9,9,9
69034,2,4,15,15,15
69034,3,4,12,12,12
69034,4,99,,,
69034,5,99,,,
69034,6,99,,,
69045,1,2,15,15,18
69045,2,2,12,12,12
69045,3,2,12,9,9
69045,4,2,12,12,12
69045,5,2,9,6,6
69045,6,101,,,
69051,1,2,15,15,18
69051,2,2,3,3,3
69051,3,2,15,15,15
69051,4,2,15,15,15
69051,5,99,,,
69051,6,99,,,
69055,1,2,15,15,15
69055,2,2,12,9,9
69055,3,2,6,6,6
69055,4,2,3,3,3
69055,5,2,15,15,15
69055,6,100,,,
69057,1,1,3,3,3
69057,2,1,3,3,3
69057,3,1,9,9,9
69057,4,99,,,
69057,5,99,,,
69057,6,99,,,
69067,1,3,12,12,12
69067,2,3,3,3,3
69067,3,3,3,3,3
69067,4,2,9,9,9
69067,5,2,3,3,3
69067,6,99,,,
69072,1,4,9,9,9
69072,2,4,15,15,15
69072,3,4,3,3,3
69072,4,4,9,9,12
69072,5,4,15,15,15
69072,6,99,,,
69078,1,3,9,9,9
69078,2,3,9,9,9
69078,3,100,,,
69078,4,100,,,
69078,5,100,,,
69078,6,100,,,
69084,1,2,9,9,9
69084,2,2,3,3,3
69084,3,2,9,9,9
69084,4,2,9,9,9
69084,5,100,,,
69084,6,100,,,
69088,1,3,12,12,12
69088,2,3,6,3,3
69088,3,99,,,
69088,4,99,,,
69088,5,99,,,
69088,6,99,,,
69095,1,1,15,15,18
69095,2,1,9,9,12
69095,3,1,12,12,15
69095,4,99,,,
69095,5,99,,,
69095,6,99,,,
69099,1,3,3,3,3
69099,2,3,12,12,15
69099,3,3,9,9,9
69099,4,2,6,6,9
69099,5,2,12,12,12
69099,6,99,,,
69102,1,1,9,9,9
69102,2,1,9,9,9
69102,3,1,6,3,3
69102,4,1,9,9,9
69102,5,1,15,15,18
69102,6,99,,,
69105,1,4,12,12,12
69105,2,4,6,6,6
69105,3,4,15,15,15
69105,4,4,15,15,15
69105,5,99,,,
69105,6,99,,,
69110,1,2,12,9,9
69110,2,2,15,15,15
69110,3,2,3,3,3
69110,4,2,9,9,9
69110,5,2,9,9,12
69110,6,100,,,
69115,1,3,18,18,21
69115,2,3,15,12,15
69115,3,3,15,9,9
69115,4,3,12,12,12
69115,5,101,,,
69115,6,101,,,
69116,1,4,6,6,9
69116,2,4,6,6,9
69116,3,4,15,15,15
69116,4,4,12,12,12
69116,5,100,,,
69116,6,100,,,
69119,1,2,15,15,15
69119,2,2,15,15,18
69119,3,2,6,6,6
69119,4,99,,,
69119,5,99,,,
69119,6,99,,,
69130,1,2,9,9,9
69130,2,2,15,15,15
69130,3,2,3,3,3
69130,4,2,15,15,18
69130,5,99,,,
69130,6,99,,,
69134,1,3,9,9,9
69134,2,3,15,15,15
69134,3,3,12,12,15
69134,4,3,9,9,9
69134,5,3,15,15,18
69134,6,101,,,
69135,1,2,15,15,15
69135,2,2,15,15,15
69135,3,100,,,
69135,4,100,,,
69135,5,100,,,
69135,6,100,,,
69141,1,1,12,12,12
69141,2,1,3,3,3
69141,3,1,12,9,9
69141,4,1,15,15,15
69141,5,99,,,
69141,6,99,,,
69142,1,1,6,6,6
69142,2,1,6,6,6
69142,3,99,,,
69142,4,99,,,
69142,5,99,,,
69142,6,99,,,
69152,1,4,9,9,9
69152,2,4,15,15,15
69152,3,4,12,12,12
69152,4,4,3,3,3
69152,5,99,,,
69152,6,99,,,
69156,1,1,12,9,9
69156,2,99,,,
69156,3,99,,,
69156,4,99,,,
69156,5,99,,,
69156,6,99,,,
69157,1,4,12,12,15
69157,2,4,6,6,9
69157,3,4,12,12,12
69157,4,4,6,6,6
69157,5,99,,,
69157,6,99,,,
69168,1,4,9,9,9
69168,2,4,15,15,18
69168,3,99,,,
69168,4,99,,,
69168,5,99,,,
69168,6,99,,,
69178,1,2,15,15,15
69178,2,2,9,3,3
69178,3,2,12,12,15
69178,4,2,12,12,15
69178,5,2,15,15,15
69178,6,101,,,
69179,1,3,9,9,9
69179,2,3,15,15,15
69179,3,3,15,15,15
69179,4,2,12,12,15
69179,5,2,3,3,6
69179,6,99,,,
69181,1,2,12,12,12
69181,2,2,9,9,9
69181,3,99,,,
69181,4,99,,,
69181,5,99,,,
69181,6,99,,,
69182,1,2,12,12,12
69182,2,2,12,12,12
69182,3,2,12,12,12
69182,4,2,18,18,18
69182,5,2,18,18,18
